0.028801419	-0.023671458	0.0025610956	0.001021239	-0.012247464	0.023964133	0.002293787	0.035313316	-0.0044171633	0.06866962	-0.03104948	-0.012700641	0.0062286407	0.024189834	-0.0046654814	-0.018269725
0.023001922	-0.011811498	-0.030775487	0.040306497	0.022851171	0.0041394066	-0.02938261	0.052188635	0.012865162	0.08288361	-0.028615432	0.03456544	0.006353523	0.006245884	-0.067576446	-0.0006047372
0.038308922	-0.014046521	-0.029072896	0.04484399	0.0066211266	-0.07293699	0.031561837	-0.07800663	0.058936816	0.081770785	0.05690361	0.0024187258	-0.042895917	0.0680419	-0.016646855	-0.026513262
0.039294384	-0.021659207	0.063379884	-0.052649587	-0.0052680327	-0.01572799	-0.025635257	0.022645546	-0.036329776	-0.03105844	-0.0085812	-0.039385118	-0.039213087	0.033182688	-0.048939	0.019937458
0.07390395	-0.05407881	0.026777467	-0.035574753	-0.03723061	-0.020232609	0.004947333	-0.0037964194	0.012274539	0.060061768	-0.035664495	-0.05174296	-0.023085725	-0.007072248	-0.011991239	-0.03796732
0.012191038	-0.0042517367	-0.0015446581	0.035545696	0.0074950294	-0.007130363	0.0049598776	0.009384573	0.05231647	0.037364982	0.0089735575	-0.05586427	0.07536361	0.0054203183	-0.028461622	0.015137631
0.11106993	0.011346954	-0.07686873	0.058074303	0.046911895	0.0028796194	0.0010558562	0.022458114	-0.06448711	0.093968734	0.02747328	-0.0040489733	-0.033515126	-0.060677625	-0.018928038	0.011493278
-0.08183352	-0.0033165435	-0.009128544	-0.0028567303	-0.07402971	0.065940954	-0.02241376	0.054294623	-0.0088615045	0.034010395	0.049890913	0.014907167	-0.009559442	-0.0022801245	-0.025519751	-0.015306066
0.00077743235	0.044732668	-0.017190866	-0.043612402	-0.043307688	0.10297185	-0.055678874	-0.025902191	0.019754387	0.053303264	0.04865816	0.040754855	-0.04138353	0.06399177	-0.119807586	-0.02662913
0.08003582	0.022223586	-0.03993566	0.049602088	0.0011074292	-0.009767005	0.04710609	-0.01075795	-0.03812442	-0.013333534	-0.02938878	-0.077319704	-0.08146124	0.038664423	-0.07582597	-0.06387718
